Fe,Mn,Ni,Co,Cr,V,Al,D1,D10,D16,D21,SFE
0.171697812,0.028858627,0.439527386,0.180348734,0.096431243,0.043966049,0.039170148,-0.619250779,25.30243054,199.442305,0.011962435,37.527
0.316358977,0.014671466,0.313532342,0.205875294,0.104256902,0.034172737,0.011132281,-2.096262391,25.16485949,216.6323425,0.008572118,16.948
0.04024438,0.014700158,0.520662046,0.246582303,0.138076249,0.003410383,0.036324483,0.492749176,25.28241618,189.608991,0.010672125,50.843
0.374139881,0.016759135,0.142410316,0.391186115,0.024288848,0.048509455,0.00270625,-3.373371193,25.089308,213.0757986,0.005836591,64.158
0.327552709,0.013939985,0.399071285,0.080038038,0.120475058,0.02418327,0.034739657,-1.671564774,25.23883041,215.8668474,0.00997663,38.737
0.29914932,0.036719599,0.435644052,0.120785588,0.024842938,0.0353908,0.047467703,-1.567719054,25.44895551,197.7820189,0.010321345,88.369
0.223744039,0.012219722,0.527494894,0.053627052,0.105110068,0.04387579,0.033928434,-0.540588448,25.39756157,203.9680229,0.010848868,59.316
0.275762632,0.026981251,0.260049573,0.31538722,0.055501384,0.042367326,0.023950615,-2.15362637,25.1678794,205.713001,0.008991894,20.579
0.538842642,0.057533478,0.252545417,0.032530019,0.051436988,0.040289324,0.026822132,-3.736803593,25.28704222,229.6192419,0.010316136,59.316
0.435214672,0.014360136,0.252786062,0.131956701,0.104074257,0.042862627,0.018745544,-2.973799823,25.11765404,228.001066,0.008645495,29.053
0.246366675,0.014751396,0.502569037,0.053816502,0.045063081,0.106409554,0.031023755,-0.807007721,25.47380893,202.1575549,0.011558759,67.847
0.121282177,0.011770315,0.551848987,0.070038864,0.154192986,0.063789219,0.027077452,0.310777303,25.33028678,205.030907,0.012947689,61.548
0.01113381,0.012954912,0.692363621,0.007362021,0.206765897,0.022404583,0.047015156,1.66871603,25.38672774,196.4939814,0.014607803,75.217
0.020349674,0.001356993,0.547455886,0.188438096,0.135542125,0.042504285,0.064352941,0.958367694,25.28215852,186.9346554,0.012762275,64.789
0.065455112,0.006801228,0.518711124,0.079956876,0.260891771,0.045847883,0.022336006,0.742705652,25.10400837,216.920962,0.014287244,40.282
0.074850837,0.009019493,0.665893845,0.07556496,0.073620093,0.079043734,0.022007038,0.831595972,25.5859165,187.6081781,0.011056083,86.213
0.012531985,0.005810081,0.391536811,0.217836028,0.312511999,0.036597236,0.02317586,0.655576819,24.84245878,221.6311035,0.014500269,0.479
0.096816913,0.009624014,0.458052096,0.18732668,0.143214802,0.068333786,0.036631708,0.093546089,25.20898097,201.6723686,0.012792009,47.356
0.016605994,0.003104879,0.78537659,0.005711248,0.085924701,0.058913859,0.044362729,1.759128155,25.68101538,178.5317245,0.011590015,132.667
0.057851144,0.011734705,0.606098532,0.023935165,0.224418381,0.056048192,0.019913881,1.049793385,25.27991441,210.3323153,0.014496402,52.387
0.018579317,0.011040144,0.521952179,0.139341916,0.255232856,0.032278724,0.021574863,0.967919378,25.10810551,210.885374,0.01418572,43.579
0.033775342,0.009534733,0.61967136,0.086337819,0.163659342,0.064166598,0.022854806,1.105366032,25.37722223,198.2076406,0.013301193,72.229
0.081246735,0.006518557,0.450330864,0.206580382,0.177772034,0.069613709,0.00793772,0.119304579,25.15512267,208.9554198,0.01221412,24.211
0.027092775,0.006791126,0.51707824,0.077788047,0.324058162,0.023978865,0.023212786,1.089655379,24.99289921,222.0462765,0.015015912,37.527
0.028202834,0.005620912,0.538354015,0.188547867,0.154735871,0.063745666,0.020792836,0.769565287,25.2785475,197.3431399,0.012332391,51.65
0.112070524,0.002072783,0.536026008,0.104927941,0.146866717,0.069871031,0.028164997,0.307973051,25.30335217,203.1458356,0.012252058,53.667
0.031753155,0.002174748,0.375813498,0.230336039,0.305710427,0.043626599,0.010585533,0.420650914,24.84079132,224.1146444,0.013757693,-0.807
0.085282199,0.009785471,0.698269225,0.054882977,0.03157362,0.105514124,0.014692385,0.813379969,25.70238841,184.1498172,0.010532958,106.124
0.006532084,0.002526126,0.427887019,0.234258556,0.284229827,0.035028215,0.009538174,0.691330105,24.93343712,216.9580038,0.013450678,11.702
0.080096969,0.016953376,0.607875225,0.073985247,0.135676726,0.062777574,0.022634883,0.696208798,25.42887869,198.1237655,0.012883448,74.65
0.112193839,0.007821875,0.338217393,0.17618427,0.305996099,0.051256735,0.008329789,-0.195009266,24.82620723,233.0117547,0.013589218,-12.509
0.134022069,0.001811092,0.474088212,0.114323308,0.192829875,0.068686765,0.014238679,-0.010698727,25.16831859,214.8742369,0.012428926,32.281
0.313592956,0.015157919,0.458409203,0.017104626,0.061948125,0.102916198,0.030870973,-1.337832626,25.41159358,211.2970247,0.0115447,72.229
0.011192968,0.006622054,0.498588373,0.208470592,0.179311795,0.057705776,0.038108443,0.842713799,25.17539368,198.26465,0.013562293,48.825
0.012776568,0.014406435,0.769286978,0.048275397,0.029662717,0.106534126,0.019057779,1.537774515,25.78024036,176.2675866,0.011351377,121.861
0.196901395,0.005783009,0.551230052,0.070224123,0.065233796,0.093630217,0.016997407,-0.353558297,25.48565788,200.277422,0.010455327,63.755
0.098502848,0.014780546,0.531657144,0.046045155,0.251058939,0.038021494,0.019933874,0.537354882,25.15812938,218.0148257,0.014222517,47.211
0.204901129,0.010057495,0.260482018,0.399296641,0.061368841,0.040643726,0.02325015,-1.716429691,25.11324423,199.4499,0.007773651,-14.123
0.109461809,0.013468455,0.738839675,0.02901677,0.04390064,0.033549402,0.03176325,0.774277475,25.73197883,180.0681981,0.008735881,120.65
0.246137361,0.014891166,0.548584192,0.043480577,0.088100764,0.029742968,0.029062972,-0.694125412,25.46272277,202.2469296,0.009717253,71.825
0.040392528,0.016721698,0.035211585,0.618133143,0.225633392,0.038746528,0.025161125,-1.221291355,24.53330326,215.2092897,0.011859331,-136.387
0.099009905,0.017280512,0.496240867,0.252762497,0.065740764,0.042505923,0.026459532,-0.108573626,25.39050059,187.651058,0.009559398,47.211
0.209078867,0.025541039,0.111217898,0.539143907,0.067350295,0.027355182,0.020312811,-2.401654264,24.93514088,202.8294341,0.008032352,-56.088
0.313226309,0.011257274,0.261773267,0.261616562,0.101561389,0.032233691,0.018331509,-2.265810929,25.09104143,215.5733165,0.008313908,1.211
0.049414553,0.014533705,0.128593884,0.638257514,0.088658678,0.051190322,0.029351345,-1.231969261,24.85831718,192.5088398,0.009548045,-106.124
0.423354947,0.00183877,0.137770944,0.32879092,0.081720524,0.017294507,0.00922939,-3.541775372,24.9824779,222.9717311,0.005290855,46.807
0.095502802,0.014872634,0.422751596,0.326312795,0.086217875,0.033116015,0.021226283,-0.378265274,25.26178589,191.362375,0.009130239,9.281
0.190531669,0.01370406,0.507165509,0.181990648,0.058968509,0.041769926,0.005869679,-0.709145838,25.44923317,196.3362226,0.007749671,41.158
0.21145474,0.014378083,0.224264063,0.406349204,0.095603865,0.01659915,0.031350895,-1.829972157,25.01599041,203.5613581,0.008462441,-29.86
0.232185701,0.024271545,0.311052685,0.206615077,0.177764046,0.037280007,0.010830938,-1.411048317,25.04101489,222.1551855,0.011427479,-9.281
0.181741177,0.020236379,0.284325561,0.453976707,0.028352105,0.021792887,0.009575184,-1.704383316,25.20840617,191.8293452,0.005883796,-16.544
0.020096753,0.013681686,0.353110246,0.448430069,0.104852762,0.014400849,0.045427634,-0.104866471,25.10249924,184.63042,0.009998094,-13.316
0.081470818,0.01547548,0.39925466,0.267785799,0.192109554,0.022875932,0.021027757,-0.114403011,25.06819213,207.189852,0.011921973,4.439
0.011096065,0.023944585,0.459304415,0.384112546,0.075805904,0.030582544,0.015153942,0.184136628,25.31659847,182.4530019,0.009200581,19.369
0.031568673,0.021391577,0.100600874,0.71221422,0.058213768,0.050286538,0.02572435,-1.359447194,24.8746125,186.8864713,0.008895028,-116.615
0.097691065,0.023721033,0.314237528,0.361515789,0.138126125,0.033541715,0.031166745,-0.647276353,25.05086259,201.1780808,0.011616398,-16.14
0.367370671,0.017172561,0.259523817,0.183829827,0.12923386,0.016403746,0.026465518,-2.513797917,25.06526128,223.1382754,0.009103656,22.193
0.125202942,0.011229417,0.156358619,0.443375256,0.211476837,0.044465926,0.007891003,-1.316148055,24.74016795,220.6556363,0.011035348,-86.755
0.245750691,0.018237968,0.282590818,0.303501085,0.089470644,0.035069885,0.025378909,-1.791635147,25.1225239,207.1576846,0.009190326,-3.228
0.162885788,0.008024004,0.24738552,0.331463259,0.215821915,0.019511881,0.014907632,-1.171600705,24.85177665,220.4483346,0.010685115,-48.421
0.060256744,0.017341539,0.573855116,0.077410838,0.21299068,0.032024676,0.026120407,0.833711221,25.25814519,206.6944899,0.013914612,58.913
0.083376279,0.01329779,0.252186958,0.580295844,0.024460548,0.041395135,0.004987447,-1.246244037,25.13725884,184.6764488,0.00569175,-60.123
0.243253562,0.018777495,0.146519914,0.465260665,0.069879107,0.033167123,0.023142136,-2.410825553,24.97623097,205.6752536,0.008001817,-27.439
0.042738619,0.012855028,0.637487478,0.212803172,0.03679586,0.033518507,0.023801336,0.683107547,25.59471511,175.1322346,0.007588306,89.983
0.496119969,0.017591292,0.280455897,0.060764132,0.119668296,0.011786437,0.013613977,-3.272445515,25.15332341,233.6250323,0.007888283,51.65
0.069101,0.219752,0.051382,0.500731,0.103434,0.046354,0.009247,-1.93963986,25.06109084,209.6499924,0.020345867,49.228
0.039911,0.050822,0.54964,0.075741,0.192768,0.055146,0.035972,0.86449149,25.2975177,204.543063,0.016878661,211.844
0.450117,0.223681,0.162803,0.063451,0.030438,0.048969,0.020541,-3.83349083,25.4291158,229.175163,0.018224159,-24.614
0.184747,0.293067,0.193663,0.196891,0.046029,0.075436,0.010167,-2.18423587,25.4791864,214.496161,0.022845181,109.755
0.291698,0.069758,0.322554,0.152531,0.090175,0.072175,0.001109,-1.96657208,25.2827562,218.998466,0.013201898,118.229
0.06973,0.156063,0.496233,0.119868,0.080747,0.059006,0.018353,-0.03535646,25.5738847,196.705076,0.020532829,255.423
0.261622,0.46956,0.125845,0.078467,0.005101,0.054401,0.005005,-3.283919826,25.74120976,223.02523,0.023393739,143.65
0.289075,0.175652,0.365569,0.072267,0.063759,0.03195,0.001727,-2.057209797,25.53196123,215.5513456,0.01834424,156.966
0.223527,0.057965,0.505885,0.036848,0.036886,0.114811,0.024078,-0.74179825,25.5533614,202.298785,0.014626709,278.02
0.080498,0.115022,0.121678,0.558884,0.063926,0.055683,0.004309,-1.72392042,25.0619577,199.181484,0.01517147,76.667
0.057616,0.2784,0.351306,0.14642,0.099469,0.064446,0.002344,-0.696823913,25.54741655,208.9493141,0.024701062,211.844
0.208567,0.118116,0.184159,0.241121,0.141932,0.095328,0.010778,-1.851180089,25.06931853,225.5711044,0.016790001,64.158
0.364554,0.04491,0.178217,0.268421,0.052722,0.073299,0.017877,-2.98089878,25.125934,218.463634,0.010498409,95.632
0.058262,0.174358,0.592719,0.051265,0.076374,0.036138,0.010885,0.303218847,25.73207117,193.3025837,0.02131087,317.16
0.084932,0.463479,0.271259,0.065924,0.044513,0.067608,0.002285,-1.52469988,25.8119551,212.910218,0.02636991,303.845
0.085203,0.372057,0.07123,0.349678,0.041943,0.076129,0.00376,-2.23597367,25.4186878,211.322329,0.024085791,62.141
0.070105,0.077528,0.0817,0.492838,0.204416,0.059342,0.01407,-1.326532707,24.73440163,219.6014596,0.015175858,54.474
0.082309,0.054142,0.647993,0.067511,0.057054,0.058386,0.032605,0.61998091,25.6489912,185.192359,0.013990666,310.704
0.051006,0.065805,0.349666,0.224738,0.242664,0.049487,0.016634,-0.0018604,24.9995474,218.809166,0.016598675,81.106
0.207573,0.080264,0.436285,0.109973,0.075384,0.067612,0.022909,-0.97219589,25.4297782,205.416683,0.015170821,191.668
0.441213,0.108449,0.121509,0.199762,0.060999,0.060989,0.007077,-3.780961432,25.16335403,230.6525843,0.013114695,65.772
0.275504,0.067528,0.083976,0.357434,0.137289,0.06472,0.013549,-2.67574586,24.8855211,226.721586,0.012809702,52.457
0.556342,0.07949,0.202603,0.052883,0.025068,0.045679,0.037936,-4.075028175,25.29372531,227.9485231,0.011416173,-85.141
0.101708,0.068869,0.542003,0.020667,0.115434,0.132368,0.01895,0.345997116,25.46713627,206.5581456,0.017834946,280.844
0.143138,0.192455,0.165914,0.341689,0.090535,0.056399,0.00987,-1.8761969,25.2112275,211.93136,0.019611849,59.316
0.071384,0.098963,0.03438,0.646352,0.072703,0.070888,0.00533,-1.94590868,24.90939,201.452072,0.014375042,90.387
0.08937,0.601351,0.085156,0.153553,0.036939,0.028543,0.005088,-2.56452282,25.7839333,217.907068,0.022642738,186.019
0.540503,0.104048,0.076656,0.185863,0.049549,0.023438,0.019943,-4.59972857,25.1339302,233.480485,0.011473519,-3.228
0.654771,0.127109,0.101591,0.03595,0.028715,0.028704,0.023158,-5.211439073,25.26506713,241.1273653,0.012091754,-290.932
0.332104,0.301562,0.090422,0.174409,0.027889,0.061328,0.012286,-3.54640578,25.4264505,225.04463,0.020732969,1.211
0.165397,0.234499,0.346496,0.077034,0.056254,0.101648,0.018672,-1.24630411,25.566393,210.807031,0.02275416,231.616
0.073905,0.046779,0.253699,0.329549,0.252213,0.043643,0.000212,-0.57648241,24.8480663,223.964165,0.014377288,53.667
0.054409,0.123409,0.454438,0.076115,0.205475,0.063367,0.022787,0.30831887,25.2766576,214.930431,0.020139719,189.247
0.034296,0.102613,0.238585,0.539321,0.035687,0.028093,0.021404,-1.031700002,25.21080561,184.042455,0.014110288,77.928
0.125894,0.647431,0.099607,0.049308,0.021375,0.048044,0.008341,-2.74297834,25.9061411,222.027552,0.019894705,280.666
0.204017,0.076764,0.045826,0.56981,0.042811,0.052846,0.007926,-2.76098859,24.9722374,205.212931,0.011391094,83.135
0.270462,0.270842,0.314781,0.033877,0.048689,0.051678,0.009671,-2.21169256,25.6229486,217.765866,0.022417553,187.495
0.584114,0.199064,0.07005,0.056166,0.021483,0.03848,0.030643,-4.96719464,25.3181329,237.769804,0.015559385,-232.219
0.077646,0.501814,0.148681,0.166117,0.038849,0.06464,0.002253,-2.05084256,25.7161388,214.702334,0.024832375,186.261
0.151923,0.147859,0.238737,0.213672,0.201031,0.044216,0.002562,-1.32700115,25.0790614,227.489301,0.018309631,49.933
0.320556,0.13623,0.247204,0.117541,0.038046,0.118514,0.02191,-2.445048705,25.36351284,219.1969218,0.017202382,131.826
0.186862,0.413368,0.202649,0.062669,0.028815,0.094408,0.01123,-2.279090071,25.6990337,219.2413638,0.023971639,210.829
0.255971,0.166249,0.059708,0.392312,0.043337,0.077384,0.005039,-3.04545595,25.1434947,216.603023,0.016862374,52.058
0.21233,0.187874,0.246289,0.266454,0.025918,0.057346,0.003789,-2.15405202,25.4302699,206.698268,0.018881164,100.677
0.462393,0.099122,0.241944,0.060517,0.105753,0.009942,0.020329,-3.33217287,25.2320954,232.098971,0.013020034,-82.368
0.14456,0.045957,0.047673,0.466975,0.168174,0.116849,0.009813,-1.844915725,24.72781457,224.4808145,0.013498779,56.012
0.191064,0.053198,0.454094,0.04195,0.141243,0.093385,0.025066,-0.50957962,25.3098728,215.278128,0.015603548,186.95
0.035624,0.060879,0.492321,0.305053,0.041919,0.022067,0.042136,0.151829782,25.45607026,176.964712,0.012538277,159.76
0.204588,0.149347,0.461822,0.011528,0.10687,0.045041,0.020805,-0.895978634,25.51748088,211.7435813,0.01929094,219.316
0.250678,0.137182,0.26374,0.175627,0.11556,0.036928,0.020286,-1.963362127,25.24201916,218.8072042,0.017078772,59.215
0.058311,0.180356,0.364918,0.153579,0.202232,0.032261,0.008343,-0.29880479,25.257293,217.609285,0.021229021,119.382
0.202068,0.08692,0.185586,0.378145,0.084317,0.055205,0.007758,-2.058791889,25.10665271,210.7003377,0.013656046,66.397
0.111376,0.177746,0.064457,0.386738,0.198355,0.05671,0.004618,-1.80788778,24.8891936,228.239556,0.018447672,30.736
0.077108,0.155753,0.477781,0.012808,0.075617,0.166009,0.034924,0.18134064,25.5600982,204.298124,0.022396029,274.875
0.35666,0.104227,0.07992,0.348836,0.03876,0.065328,0.006268,-3.517603188,25.11186681,220.2608253,0.012895636,69.091
0.050865,0.252567,0.464227,0.055811,0.12602,0.03908,0.01143,-0.10923335,25.6056251,206.793357,0.024758465,256.055
0.04615,0.232459,0.449253,0.19457,0.046312,0.019918,0.011338,-0.40309724,25.6722834,190.707698,0.02312986,218.174
0.169557,0.049322,0.020714,0.551078,0.053041,0.156094,0.000194,-2.38519591,24.8877098,212.476167,0.012544249,31.456
0.181114,0.17648,0.361954,0.194388,0.030928,0.044577,0.010558,-1.470660421,25.54132604,200.7876878,0.019084709,161.695
0.212647,0.089067,0.39614,0.091335,0.174221,0.021346,0.015243,-1.042914843,25.24403434,220.0651621,0.015701189,110.731
0.457912,0.361077,0.054673,0.06063,0.005977,0.043771,0.01596,-4.5703154,25.5358996,234.203084,0.020061728,-96.511
0.040799,0.060428,0.415902,0.161506,0.29078,0.013895,0.016689,0.385523986,24.9987606,221.6254816,0.016580746,69.668
0.363113,0.117292,0.396911,0.038085,0.030696,0.031191,0.022711,-2.291985872,25.54430544,211.1318031,0.014820583,149.873
0.189472,0.047624,0.148096,0.499126,0.049311,0.057648,0.008722,-2.191185261,25.04736775,202.4420474,0.010079831,75.458
0.247234,0.044173,0.205272,0.294378,0.113326,0.075981,0.019636,-2.00072024,25.0331108,217.72155,0.01237722,79
0.131495,0.050645,0.32488,0.177809,0.230363,0.069862,0.014946,-0.54543487,24.9902341,225.440775,0.01539362,76.668
0.034999,0.056175,0.753579,0.06023,0.03833,0.030601,0.026085,1.17002883,25.80433,174.7595228,0.012119624,315.171
0.045999,0.306846,0.273846,0.245634,0.074193,0.052398,0.001084,-1.08770241,25.5233684,205.316233,0.025082227,147.896
0.116421,0.177994,0.317629,0.113248,0.129421,0.130185,0.015102,-0.75819079,25.3246608,218.983959,0.021031537,155.802
0.740575,0.110844,0.031739,0.051331,0.029678,0.016683,0.01915,-6.02462059,25.1753605,248.455315,0.009989286,-443.544
0.070367,0.107514,0.514381,0.217578,0.039344,0.023075,0.02774,-0.07992204,25.57772468,183.1785932,0.015647331,198.442
0.062006,0.354561,0.00402,0.436243,0.028106,0.108972,0.006091,-2.307267477,25.32075342,209.6184286,0.023343163,51.104
0.089778,0.386016,0.192687,0.161239,0.082618,0.080139,0.007522,-1.62993562,25.53602494,217.4478104,0.024323349,155.638
0.333374,0.10101,0.347559,0.038058,0.127018,0.021953,0.031028,-2.01080582,25.2964054,222.725106,0.015304384,54.99
0.04712,0.229835,0.187659,0.278544,0.192457,0.059598,0.004786,-0.991681522,25.11724822,222.6529437,0.021516153,57.927
0.174557,0.252405,0.335722,0.088981,0.124805,0.018706,0.004824,-1.43905057,25.4791819,218.299661,0.022472893,138.088
0.359886,0.272395,0.207005,0.053116,0.04373,0.043953,0.019915,-3.15755736,25.5125161,224.799172,0.020768055,61.225
0.312155,0.333274,0.182517,0.064572,0.009552,0.085315,0.012615,-3.07535259,25.6174641,222.551479,0.02235835,129.598
